transaction_id,price,payment_date,customer_id,
T0000000219,205000,2019/2/4 9:20,HD819739,
T0000000220,85000,2019/2/4 10:25,TS301045,
T0000000221,85000,2019/2/4 10:38,AS345469,
T0000000222,180000,2019/2/4 11:24,AS719871,
T0000000223,120000,2019/2/4 11:25,HI402688,
T0000000224,50000,2019/2/4 12:16,HD768386,
T0000000225,85000,2019/2/4 13:18,OA567188,
T0000000226,50000,2019/2/4 13:53,GD706415,
T0000000227,210000,2019/2/4 14:50,HD068817,
T0000000228,170000,2019/2/4 15:02,GD876521,
T0000000229,210000,2019/2/4 15:04,HI196175,
T0000000230,210000,2019/2/4 16:05,TS179365,
T0000000231,480000,2019/2/4 16:50,PL980001,
T0000000232,50000,2019/2/4 17:56,HD163236,
T0000000233,170000,2019/2/4 19:17,HD661448,
T0000000234,100000,2019/2/4 19:42,HD693609,
T0000000235,50000,2019/2/4 19:53,PL563502,
T0000000236,150000,2019/2/4 20:56,AS700935,
T0000000237,120000,2019/2/4 21:54,OA075024,
T0000000238,120000,2019/2/4 22:04,TS931749,
T0000000239,85000,2019/2/4 23:18,GD011312,
T0000000240,210000,2019/2/4 23:31,IK688052,
T0000000241,170000,2019/2/5 0:00,GD960920,
T0000000242,210000,2019/2/5 0:13,HI527630,
T0000000243,50000,2019/2/5 1:18,HI013029,
T0000000244,210000,2019/2/5 3:14,OA544396,
T0000000245,120000,2019/2/5 3:20,OA075024,
T0000000246,180000,2019/2/5 4:01,OA383490,
T0000000247,170000,2019/2/5 4:50,TS508850,
T0000000248,120000,2019/2/5 4:57,AS265381,
T0000000249,210000,2019/2/5 5:20,TS357226,
T0000000250,180000,2019/2/5 6:34,OA575659,
T0000000251,50000,2019/2/5 6:42,PL013000,
T0000000252,210000,2019/2/5 7:01,IK779828,
T0000000253,50000,2019/2/5 7:32,OA329115,
T0000000254,210000,2019/2/5 7:41,PL888478,
T0000000255,50000,2019/2/5 7:44,TS511179,
T0000000256,120000,2019/2/5 8:33,IK429683,
T0000000257,210000,2019/2/5 8:41,OA861572,
T0000000258,50000,2019/2/5 8:51,HD566204,
T0000000259,240000,2019/2/5 8:55,GD573644,
T0000000260,85000,2019/2/5 8:58,OA514351,
T0000000261,50000,2019/2/5 9:00,TS816344,
T0000000262,100000,2019/2/5 9:11,TS707101,
T0000000263,50000,2019/2/5 9:11,HI067846,
T0000000264,180000,2019/2/5 10:15,GD246033,
T0000000265,200000,2019/2/5 10:42,GD960920,
T0000000266,180000,2019/2/5 10:48,HI910114,
T0000000267,50000,2019/2/5 11:17,PL431024,
T0000000268,170000,2019/2/5 11:18,PL666694,
T0000000269,50000,2019/2/5 11:31,TS893503,
T0000000270,210000,2019/2/5 13:59,PL470875,
T0000000271,50000,2019/2/5 14:20,AS259792,
T0000000272,180000,2019/2/5 14:52,PL186773,
T0000000273,100000,2019/2/5 15:47,IK511263,
T0000000274,85000,2019/2/5 16:02,GD691243,
T0000000275,50000,2019/2/5 16:44,GD883278,
T0000000276,210000,2019/2/5 17:22,OA497318,
T0000000277,50000,2019/2/5 18:26,GD877461,
T0000000278,100000,2019/2/5 18:48,GD624477,
T0000000279,120000,2019/2/5 20:34,AS210576,
T0000000280,50000,2019/2/5 20:57,HD467920,
T0000000281,120000,2019/2/5 21:30,IK397678,
T0000000282,50000,2019/2/5 22:11,AS905403,
T0000000283,120000,2019/2/5 22:18,HD290947,
T0000000284,50000,2019/2/5 22:19,AS844339,
T0000000285,85000,2019/2/6 0:06,TS250479,
T0000000286,50000,2019/2/6 0:45,AS495117,
T0000000287,100000,2019/2/6 0:55,TS457036,
T0000000288,210000,2019/2/6 1:02,TS070681,
T0000000289,50000,2019/2/6 1:42,GD390442,
T0000000290,120000,2019/2/6 1:52,HD919452,
T0000000291,210000,2019/2/6 3:19,HI988473,
T0000000292,210000,2019/2/6 5:27,HI978950,
T0000000293,210000,2019/2/6 6:48,GD021809,
T0000000294,210000,2019/2/6 7:00,IK322778,
T0000000295,85000,2019/2/6 7:08,IK322778,
T0000000296,100000,2019/2/6 7:15,AS211705,
T0000000297,85000,2019/2/6 8:20,GD841278,
T0000000298,210000,2019/2/6 8:41,HI527630,
T0000000299,50000,2019/2/6 9:12,GD378149,
T0000000300,50000,2019/2/6 11:11,PL011886,
T0000000301,210000,2019/2/6 11:12,HD981245,
T0000000302,180000,2019/2/6 11:17,PL924048,
T0000000303,210000,2019/2/6 11:50,IK433428,
T0000000304,50000,2019/2/6 12:02,AS394423,
T0000000305,210000,2019/2/6 12:38,OA707923,
T0000000306,85000,2019/2/6 12:50,TS972175,
T0000000307,50000,2019/2/6 12:51,GD288833,
T0000000308,210000,2019/2/6 13:07,OA707923,
T0000000309,210000,2019/2/6 13:29,OA923215,
T0000000310,210000,2019/2/6 13:56,HI253328,
T0000000311,120000,2019/2/6 14:09,OA071756,
T0000000312,100000,2019/2/6 14:25,OA861572,
T0000000313,85000,2019/2/6 16:27,HI024535,
T0000000314,50000,2019/2/6 17:16,HD711126,
T0000000315,85000,2019/2/6 17:24,PL683089,
T0000000316,180000,2019/2/6 18:20,HD580454,
T0000000317,85000,2019/2/6 18:27,HD028682,
T0000000318,85000,2019/2/6 18:41,TS878534,
T0000000319,220000,2019/2/6 19:28,PL807633,
T0000000320,85000,2019/2/6 19:30,AS841064,
T0000000321,85000,2019/2/6 20:12,OA068305,
T0000000322,210000,2019/2/6 22:33,PL299549,
T0000000323,180000,2019/2/7 0:34,AS918754,
T0000000324,50000,2019/2/7 1:51,TS483186,
T0000000325,85000,2019/2/7 1:58,HI780705,
T0000000326,50000,2019/2/7 2:35,AS546865,
T0000000327,85000,2019/2/7 2:43,IK102369,
T0000000328,100000,2019/2/7 2:59,HD722956,
T0000000329,180000,2019/2/7 3:25,IK511263,
T0000000330,50000,2019/2/7 4:01,HD285695,
T0000000331,50000,2019/2/7 4:07,PL470875,
T0000000332,210000,2019/2/7 4:19,OA963991,
T0000000333,100000,2019/2/7 4:19,OA068305,
T0000000334,50000,2019/2/7 5:19,GD912745,
T0000000335,85000,2019/2/7 5:24,OA704361,
T0000000336,240000,2019/2/7 5:45,HI501312,
T0000000337,50000,2019/2/7 5:56,GD001932,
T0000000338,85000,2019/2/7 6:00,HI531972,
T0000000339,85000,2019/2/7 6:01,IK014287,
T0000000340,255000,2019/2/7 7:44,HD053694,
T0000000341,85000,2019/2/7 7:56,AS866028,
T0000000342,50000,2019/2/7 8:43,IK067006,
T0000000343,265000,2019/2/7 8:54,IK345440,
T0000000344,85000,2019/2/7 9:45,AS237205,
T0000000345,120000,2019/2/7 9:50,PL188221,
T0000000346,210000,2019/2/7 11:04,GD727041,
T0000000347,210000,2019/2/7 14:24,GD903830,
T0000000348,210000,2019/2/7 15:12,HI702171,
T0000000349,50000,2019/2/7 15:39,PL556767,
T0000000350,50000,2019/2/7 15:58,HI348702,
T0000000351,180000,2019/2/7 16:15,PL018417,
T0000000352,85000,2019/2/7 16:28,GD244145,
T0000000353,85000,2019/2/7 17:58,HI779743,
T0000000354,50000,2019/2/7 18:37,GD624477,
T0000000355,85000,2019/2/7 18:38,AS076940,
T0000000356,210000,2019/2/7 18:44,IK844273,
T0000000357,170000,2019/2/7 18:53,TS516522,
T0000000358,85000,2019/2/7 19:38,OA607825,
T0000000359,170000,2019/2/7 20:14,HD071461,
T0000000360,390000,2019/2/7 20:18,AS574816,
T0000000361,85000,2019/2/7 20:18,AS015315,
T0000000362,50000,2019/2/7 20:38,HD625291,
T0000000363,180000,2019/2/7 20:52,OA308429,
T0000000364,180000,2019/2/7 21:24,GD691243,
T0000000365,85000,2019/2/7 21:38,PL407221,
T0000000366,85000,2019/2/7 21:44,AS546865,
T0000000367,120000,2019/2/7 21:50,AS185951,
T0000000368,100000,2019/2/7 22:34,HI978950,
T0000000369,180000,2019/2/7 22:46,HI050277,
T0000000370,85000,2019/2/8 0:09,OA222039,
T0000000371,210000,2019/2/8 0:16,HI550641,
T0000000372,85000,2019/2/8 1:52,GD804496,
T0000000373,50000,2019/2/8 3:24,HD453100,
T0000000374,180000,2019/2/8 3:44,PL792014,
T0000000375,50000,2019/2/8 4:34,AS670699,
T0000000376,50000,2019/2/8 4:45,TS070681,
T0000000377,360000,2019/2/8 5:13,IK942599,
T0000000378,50000,2019/2/8 5:22,TS771339,
T0000000379,210000,2019/2/8 5:44,TS369884,
T0000000380,120000,2019/2/8 6:50,TS516522,
T0000000381,210000,2019/2/8 7:31,IK152942,
T0000000382,85000,2019/2/8 7:56,PL896084,
T0000000383,390000,2019/2/8 8:53,HI830026,
T0000000384,180000,2019/2/8 9:27,IK867288,
T0000000385,210000,2019/2/8 9:33,IK244606,
T0000000386,210000,2019/2/8 10:15,AS547635,
T0000000387,50000,2019/2/8 10:24,AS886872,
T0000000388,100000,2019/2/8 10:26,PL660410,
T0000000389,180000,2019/2/8 12:11,IK943660,
T0000000390,420000,2019/2/8 12:52,GD638254,
T0000000391,120000,2019/2/8 13:10,IK822921,
T0000000392,180000,2019/2/8 13:23,HI089467,
T0000000393,210000,2019/2/8 14:02,PL598638,
T0000000394,50000,2019/2/8 14:42,OA516337,
T0000000395,85000,2019/2/8 14:46,HD467920,
T0000000396,50000,2019/2/8 14:50,HI013029,
T0000000397,440000,2019/2/8 14:52,PL013000,
T0000000398,50000,2019/2/8 15:18,OA003684,
T0000000399,210000,2019/2/8 15:25,AS077151,
T0000000400,210000,2019/2/8 16:03,HD019297,
T0000000401,120000,2019/2/8 16:04,OA721349,
T0000000402,180000,2019/2/8 16:34,PL764756,
T0000000403,120000,2019/2/8 16:43,TS971314,
T0000000404,100000,2019/2/8 16:50,AS369586,
T0000000405,210000,2019/2/8 16:56,TS810881,
T0000000406,120000,2019/2/8 16:58,IK466573,
T0000000407,210000,2019/2/8 17:50,GD956496,
T0000000408,180000,2019/2/8 18:02,IK749861,
T0000000409,120000,2019/2/8 19:03,AS568373,
T0000000410,170000,2019/2/8 19:38,OA383490,
T0000000411,85000,2019/2/8 19:42,PL573838,
T0000000412,50000,2019/2/8 19:48,HD566204,
T0000000413,150000,2019/2/8 20:32,AS700935,
T0000000414,210000,2019/2/8 20:47,PL849752,
T0000000415,210000,2019/2/8 21:19,HD509520,
T0000000416,85000,2019/2/8 22:07,TS420499,
T0000000417,85000,2019/2/8 22:11,HD994980,
T0000000418,180000,2019/2/8 22:41,TS958195,
T0000000419,85000,2019/2/8 23:09,HI791416,
T0000000420,200000,2019/2/9 0:58,TS518383,
T0000000421,85000,2019/2/9 1:21,AS076940,
T0000000422,100000,2019/2/9 1:47,OA911257,
T0000000423,85000,2019/2/9 2:13,GD850501,
T0000000424,180000,2019/2/9 2:32,AS077151,
T0000000425,180000,2019/2/9 2:59,TS597253,
T0000000426,85000,2019/2/9 3:40,GD670693,
T0000000427,210000,2019/2/9 3:40,PL352661,
T0000000428,120000,2019/2/9 4:01,OA666190,
T0000000429,210000,2019/2/9 4:21,HD719737,
T0000000430,120000,2019/2/9 5:41,TS551344,
T0000000431,85000,2019/2/9 5:58,IK661529,
T0000000432,180000,2019/2/9 6:25,HD622485,
T0000000433,360000,2019/2/9 6:48,IK423708,
T0000000434,50000,2019/2/9 8:51,OA142331,
T0000000435,50000,2019/2/9 8:59,AS518169,
T0000000436,180000,2019/2/9 9:13,IK306874,
T0000000437,210000,2019/2/9 10:55,HI687125,
T0000000438,100000,2019/2/9 11:16,OA515865,
T0000000439,50000,2019/2/9 11:40,PL301649,
T0000000440,120000,2019/2/9 13:27,TS059971,
T0000000441,210000,2019/2/9 13:55,OA116423,
T0000000442,85000,2019/2/9 14:33,PL758046,
T0000000443,50000,2019/2/9 15:35,IK254439,
T0000000444,210000,2019/2/9 16:08,PL731207,
T0000000445,210000,2019/2/9 16:54,TS614929,
T0000000446,240000,2019/2/9 17:09,AS435092,
T0000000447,210000,2019/2/9 17:32,OA829372,
T0000000448,420000,2019/2/9 17:33,IK046372,
T0000000449,180000,2019/2/9 17:59,AS359364,
T0000000450,85000,2019/2/9 18:58,TS518383,
T0000000451,50000,2019/2/9 19:03,TS724794,
T0000000452,360000,2019/2/9 19:03,HI477055,
T0000000453,180000,2019/2/9 19:46,PL792014,
T0000000454,380000,2019/2/9 20:06,PL331522,
T0000000455,210000,2019/2/9 20:07,PL907705,
T0000000456,180000,2019/2/9 21:17,PL659352,
T0000000457,180000,2019/2/9 22:04,GD903830,
T0000000458,50000,2019/2/9 23:27,HD853800,
T0000000459,120000,2019/2/9 23:35,GD098828,
T0000000460,85000,2019/2/10 0:02,TS098760,
T0000000461,360000,2019/2/10 0:07,HI402688,
T0000000462,120000,2019/2/10 1:10,TS062902,
T0000000463,180000,2019/2/10 1:28,TS971314,
T0000000464,180000,2019/2/10 3:10,TS810276,
T0000000465,85000,2019/2/10 5:18,HD412914,
T0000000466,50000,2019/2/10 5:33,HD014166,
T0000000467,50000,2019/2/10 5:46,OA834676,
T0000000468,50000,2019/2/10 6:08,HD019297,
T0000000469,180000,2019/2/10 6:29,OA327340,
T0000000470,85000,2019/2/10 7:19,AS230629,
T0000000471,50000,2019/2/10 7:22,TS146087,
T0000000472,360000,2019/2/10 7:25,OA861572,
T0000000473,85000,2019/2/10 7:29,GD841278,
T0000000474,150000,2019/2/10 8:20,AS453084,
T0000000475,85000,2019/2/10 8:24,IK624245,
T0000000476,50000,2019/2/10 8:46,AS236198,
T0000000477,210000,2019/2/10 9:12,PL729017,
T0000000478,210000,2019/2/10 9:37,HI360754,
T0000000479,295000,2019/2/10 10:50,AS015315,
T0000000480,180000,2019/2/10 10:54,AS369586,
T0000000481,150000,2019/2/10 11:36,OA963991,
T0000000482,210000,2019/2/10 12:15,HD242691,
T0000000483,85000,2019/2/10 12:51,AS924898,
T0000000484,85000,2019/2/10 13:45,TS457036,
T0000000485,210000,2019/2/10 14:01,PL433500,
T0000000486,50000,2019/2/10 14:08,GD316957,
T0000000487,85000,2019/2/10 15:18,PL891875,
T0000000488,120000,2019/2/10 15:28,GD025393,
T0000000489,120000,2019/2/10 16:48,AS230629,
T0000000490,100000,2019/2/10 16:52,TS146087,
T0000000491,50000,2019/2/10 17:05,PL210567,
T0000000492,50000,2019/2/10 18:08,GD518514,
T0000000493,200000,2019/2/10 18:21,AS369586,
T0000000494,100000,2019/2/10 19:29,TS855513,
T0000000495,50000,2019/2/10 21:54,PL417753,
T0000000496,180000,2019/2/10 22:33,IK743897,
T0000000497,100000,2019/2/10 23:04,HI821087,
T0000000498,170000,2019/2/10 23:33,HD076496,
T0000000499,360000,2019/2/10 23:40,HI237883,
T0000000500,120000,2019/2/10 23:58,TS372874,
T0000000501,180000,2019/2/11 1:45,HD827887,
T0000000502,120000,2019/2/11 1:46,IK593765,
T0000000503,85000,2019/2/11 2:13,PL470875,
T0000000504,85000,2019/2/11 4:51,TS518383,
T0000000505,420000,2019/2/11 5:07,IK688052,
T0000000506,255000,2019/2/11 5:08,GD241254,
T0000000507,85000,2019/2/11 5:24,AS453084,
T0000000508,180000,2019/2/11 5:54,PL303162,
T0000000509,50000,2019/2/11 8:00,OA388010,
T0000000510,180000,2019/2/11 9:13,HD459783,
T0000000511,85000,2019/2/11 9:50,AS547635,
T0000000512,120000,2019/2/11 10:02,TS419694,
T0000000513,570000,2019/2/11 10:28,GD649455,
T0000000514,180000,2019/2/11 12:16,IK736758,
T0000000515,210000,2019/2/11 12:19,AS924898,
T0000000516,100000,2019/2/11 12:22,GD892565,
T0000000517,210000,2019/2/11 12:39,OA052506,
T0000000518,170000,2019/2/11 12:51,GD227601,
T0000000519,210000,2019/2/11 13:10,AS230629,
T0000000520,100000,2019/2/11 13:39,TS516522,
T0000000521,50000,2019/2/11 13:47,HD719737,
T0000000522,50000,2019/2/11 14:38,AS211705,
T0000000523,170000,2019/2/11 15:20,TS493191,
T0000000524,50000,2019/2/11 15:25,AS642796,
T0000000525,170000,2019/2/11 15:38,PL494564,
T0000000526,50000,2019/2/11 15:53,TS179639,
T0000000527,180000,2019/2/11 16:27,HD471103,
T0000000528,120000,2019/2/11 16:36,AS921368,
T0000000529,150000,2019/2/11 17:57,HI303118,
T0000000530,100000,2019/2/11 20:36,GD521924,
T0000000531,180000,2019/2/11 21:56,AS404195,
T0000000532,120000,2019/2/11 22:13,PL331522,
T0000000533,85000,2019/2/11 23:14,TS808488,
T0000000534,180000,2019/2/12 0:09,GD558480,
T0000000535,120000,2019/2/12 0:45,TS365803,
T0000000536,85000,2019/2/12 0:49,HI089467,
T0000000537,210000,2019/2/12 1:25,IK912733,
T0000000538,180000,2019/2/12 2:13,HD186795,
T0000000539,85000,2019/2/12 2:30,HI654320,
T0000000540,210000,2019/2/12 3:04,HD778015,
T0000000541,210000,2019/2/12 3:27,PL407221,
T0000000542,180000,2019/2/12 3:55,HD430217,
T0000000543,120000,2019/2/12 4:25,AS082596,
T0000000544,100000,2019/2/12 4:49,IK807110,
T0000000545,100000,2019/2/12 5:58,HD176754,
T0000000546,210000,2019/2/12 7:28,IK676041,
T0000000547,280000,2019/2/12 9:14,OA283746,
T0000000548,50000,2019/2/12 10:21,TS962550,
T0000000549,85000,2019/2/12 11:27,OA068305,
T0000000550,210000,2019/2/12 11:37,PL535994,
T0000000551,180000,2019/2/12 12:12,GD563129,
T0000000552,85000,2019/2/12 12:27,TS420499,
T0000000553,180000,2019/2/12 12:46,PL600990,
T0000000554,210000,2019/2/12 12:57,HD430217,
T0000000555,180000,2019/2/12 13:19,AS071660,
T0000000556,120000,2019/2/12 14:05,GD428351,
T0000000557,50000,2019/2/12 14:32,GD595676,
T0000000558,360000,2019/2/12 15:11,TS451704,
T0000000559,85000,2019/2/12 15:30,PL852196,
T0000000560,50000,2019/2/12 18:07,PL819882,
T0000000561,50000,2019/2/12 18:51,AS895302,
T0000000562,180000,2019/2/12 19:28,TS999231,
T0000000563,210000,2019/2/12 20:53,GD785491,
T0000000564,100000,2019/2/12 21:59,IK067006,
T0000000565,85000,2019/2/12 22:53,OA307560,
T0000000566,50000,2019/2/12 23:21,GD112262,
T0000000567,120000,2019/2/13 0:25,TS808526,
T0000000568,85000,2019/2/13 2:01,OA187758,
T0000000569,210000,2019/2/13 2:22,PL312029,
T0000000570,180000,2019/2/13 2:34,HI235051,
T0000000571,85000,2019/2/13 2:56,AS589687,
T0000000572,320000,2019/2/13 4:43,IK673736,
T0000000573,180000,2019/2/13 5:01,IK584824,
T0000000574,180000,2019/2/13 5:03,HD024127,
T0000000575,120000,2019/2/13 5:44,AS371310,
T0000000576,210000,2019/2/13 6:55,TS972175,
T0000000577,210000,2019/2/13 7:49,AS699883,
T0000000578,50000,2019/2/13 8:29,HD809345,
T0000000579,210000,2019/2/13 9:11,HI780705,
T0000000580,50000,2019/2/13 9:58,TS855513,
T0000000581,50000,2019/2/13 10:25,TS362101,
T0000000582,210000,2019/2/13 11:02,TS515806,
T0000000583,210000,2019/2/13 11:04,IK775424,
T0000000584,50000,2019/2/13 11:51,HD426886,
T0000000585,85000,2019/2/13 12:07,IK775424,
T0000000586,210000,2019/2/13 12:10,AS371310,
T0000000587,210000,2019/2/13 12:44,AS934534,
T0000000588,210000,2019/2/13 12:50,HD673446,
T0000000589,280000,2019/2/13 13:02,IK912733,
T0000000590,180000,2019/2/13 13:17,AS237205,
T0000000591,85000,2019/2/13 14:18,HD426886,
T0000000592,210000,2019/2/13 16:26,GD221439,
T0000000593,230000,2019/2/13 17:03,OA876184,
T0000000594,85000,2019/2/13 17:17,TS722923,
T0000000595,50000,2019/2/13 17:39,TS842808,
T0000000596,50000,2019/2/13 19:20,TS511179,
T0000000597,180000,2019/2/13 20:11,HD290947,
T0000000598,180000,2019/2/13 20:26,AS071660,
T0000000599,120000,2019/2/13 22:33,HD566204,
T0000000600,85000,2019/2/14 0:50,HD631824,
T0000000601,150000,2019/2/14 1:47,PL576686,
T0000000602,180000,2019/2/14 2:14,AS288237,
T0000000603,150000,2019/2/14 3:30,GD390442,
T0000000604,210000,2019/2/14 4:20,HI821087,
T0000000605,180000,2019/2/14 6:25,IK584824,
T0000000606,210000,2019/2/14 6:51,GD706415,
T0000000607,170000,2019/2/14 6:56,PL185504,
T0000000608,85000,2019/2/14 7:32,OA554076,
T0000000609,240000,2019/2/14 8:19,IK673736,
T0000000610,180000,2019/2/14 8:25,PL534171,
T0000000611,50000,2019/2/14 8:31,IK867288,
T0000000612,120000,2019/2/14 9:57,IK244606,
T0000000613,255000,2019/2/14 10:05,PL550805,
T0000000614,85000,2019/2/14 10:58,IK688052,
T0000000615,360000,2019/2/14 11:42,HD767925,
T0000000616,120000,2019/2/14 12:11,AS073285,
T0000000617,85000,2019/2/14 12:25,TS671691,
T0000000618,240000,2019/2/14 13:10,OA452734,
T0000000619,85000,2019/2/14 13:15,AS124155,
T0000000620,210000,2019/2/14 13:37,PL764756,
T0000000621,50000,2019/2/14 14:26,IK004670,
T0000000622,50000,2019/2/14 14:42,HD908685,
T0000000623,120000,2019/2/14 15:13,TS925945,
T0000000624,150000,2019/2/14 15:59,PL888478,
T0000000625,210000,2019/2/14 16:06,PL980001,
T0000000626,100000,2019/2/14 17:20,OA283746,
T0000000627,210000,2019/2/14 18:52,TS895361,
T0000000628,120000,2019/2/14 18:54,PL103598,
T0000000629,50000,2019/2/14 19:11,GD979485,
T0000000630,85000,2019/2/14 19:33,AS040841,
T0000000631,150000,2019/2/14 20:26,HI564909,
T0000000632,120000,2019/2/14 20:49,HI570349,
T0000000633,210000,2019/2/14 21:04,OA876184,
T0000000634,180000,2019/2/14 21:25,AS371310,
T0000000635,120000,2019/2/14 22:07,IK967528,
T0000000636,210000,2019/2/14 22:38,TS179639,
T0000000637,85000,2019/2/14 23:16,HI702171,
T0000000638,180000,2019/2/14 23:16,GD706415,
T0000000639,120000,2019/2/15 0:37,OA228291,
T0000000640,50000,2019/2/15 1:49,PL020585,
T0000000641,50000,2019/2/15 2:11,OA575659,
T0000000642,100000,2019/2/15 3:19,HI191890,
T0000000643,50000,2019/2/15 4:03,PL327386,
T0000000644,50000,2019/2/15 4:38,TS849234,
T0000000645,50000,2019/2/15 4:47,AS582607,
T0000000646,210000,2019/2/15 5:17,TS999855,
T0000000647,85000,2019/2/15 5:24,OA701687,
T0000000648,180000,2019/2/15 5:25,GD227601,
